Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Filename,Paragraph Index,Document
Commit Message Format,0,0,0,0,0,1,angular@universal.xlsx,72,contributing
"Each commit message consists of a header, a body and a footer.  The header has a special
format that includes a type, a scope and a subject:",0,0,0,0,0,1,angular@universal.xlsx,73,contributing
"<type>(<scope>): <subject>
<BLANK LINE>
<body>
<BLANK LINE>
<footer>",0,0,0,0,0,1,angular@universal.xlsx,74,contributing
The header is mandatory and the scope of the header is optional.,0,0,0,0,0,1,angular@universal.xlsx,75,contributing
"Any line of the commit message cannot be longer 100 characters! This allows the message to be easier
to read on GitHub as well as in various git tools.",0,0,0,0,0,1,angular@universal.xlsx,76,contributing
Revert,0,0,0,0,0,1,angular@universal.xlsx,77,contributing
"If the commit reverts a previous commit, it should begin with revert: , followed by the header of the reverted commit. In the body it should say: This reverts commit <hash>., where the hash is the SHA of the commit being reverted.",0,0,0,0,0,1,angular@universal.xlsx,78,contributing
Type,0,0,0,0,0,1,angular@universal.xlsx,79,contributing
Must be one of the following:,0,0,0,0,0,1,angular@universal.xlsx,80,contributing
- feat: A new feature,0,0,0,0,0,1,angular@universal.xlsx,81,contributing
- fix: A bug fix,0,0,0,0,0,1,angular@universal.xlsx,82,contributing
- docs: Documentation only changes,0,0,0,0,0,1,angular@universal.xlsx,83,contributing
"- style: Changes that do not affect the meaning of the code (white-space, formatting, missing
semi-colons, etc)",0,0,0,0,0,1,angular@universal.xlsx,84,contributing
- refactor: A code change that neither fixes a bug nor adds a feature,0,0,0,0,0,1,angular@universal.xlsx,85,contributing
- perf: A code change that improves performance,0,0,0,0,0,1,angular@universal.xlsx,86,contributing
- test: Adding missing tests or correcting existing tests,0,0,0,0,0,1,angular@universal.xlsx,87,contributing
"- build Changes that affect the build system, CI configuration or external dependencies (example scopes: gulp, broccoli, npm)",0,0,0,0,0,1,angular@universal.xlsx,88,contributing
- chore: Other changes that don't modify src or test files,0,0,0,0,0,1,angular@universal.xlsx,89,contributing
Scope,0,0,0,0,0,1,angular@universal.xlsx,90,contributing
"The scope could be anything specifying place of the commit change. For example
express-engine, common, etc.",0,0,0,0,0,1,angular@universal.xlsx,91,contributing
Subject,0,0,0,0,0,1,angular@universal.xlsx,92,contributing
The subject contains succinct description of the change:,0,0,0,0,0,1,angular@universal.xlsx,93,contributing
"- use the imperative, present tense: ""change"" not ""changed"" nor ""changes""",0,0,0,0,0,1,angular@universal.xlsx,94,contributing
- don't capitalize first letter,0,0,0,0,0,1,angular@universal.xlsx,95,contributing
- no dot (.) at the end,0,0,0,0,0,1,angular@universal.xlsx,96,contributing
Body,0,0,0,0,0,1,angular@universal.xlsx,97,contributing
"Just as in the subject, use the imperative, present tense: ""change"" not ""changed"" nor ""changes"".
The body should include the motivation for the change and contrast this with previous behavior.",0,0,0,0,0,1,angular@universal.xlsx,98,contributing
Footer,0,0,0,0,0,1,angular@universal.xlsx,99,contributing
"The footer should contain any information about Breaking Changes and is also the place to
reference GitHub issues that this commit Closes.",0,0,0,0,0,1,angular@universal.xlsx,100,contributing
Breaking Changes should start with the word BREAKING CHANGE: with a space or two newlines. The rest of the commit message is then used for this.,0,0,0,0,0,1,angular@universal.xlsx,101,contributing
A detailed explanation can be found in this document.,0,0,0,0,0,1,angular@universal.xlsx,102,contributing
Signing the CLA,0,0,0,0,0,1,angular@universal.xlsx,103,contributing
"Please sign our Contributor License Agreement (CLA) before sending pull requests. For any code
changes to be accepted, the CLA must be signed. It's a quick process, we promise!",0,0,0,0,0,1,angular@universal.xlsx,104,contributing
- For individuals we have a simple click-through form.,0,0,0,0,0,1,angular@universal.xlsx,105,contributing
"- For corporations we'll need you to
print, sign and one of scan+email, fax or mail the form.",0,0,0,0,0,1,angular@universal.xlsx,106,contributing
Read and contribute to the Wiki,0,0,0,0,0,0,angulartics@angulartics2.xlsx,2,contributing
Make sure you read the Wiki.,0,0,0,0,0,0,angulartics@angulartics2.xlsx,3,contributing
Submitting Pull Requests,0,0,0,0,0,1,angulartics@angulartics2.xlsx,4,contributing
"If you're changing the structure of the repository, please create an issue first.",0,0,0,0,0,1,angulartics@angulartics2.xlsx,5,contributing
"The release process is automated using semantic-release, for best release results follow these simple steps:",0,0,0,0,0,1,angulartics@angulartics2.xlsx,6,contributing
"git add --all
npm run commit
git push origin master",0,0,0,0,0,1,angulartics@angulartics2.xlsx,7,contributing
- Do not add/change the package.json version field.,0,0,0,0,0,1,angulartics@angulartics2.xlsx,8,contributing
- Create unit tests for any new functionality you add in your commits.,0,0,0,0,0,1,angulartics@angulartics2.xlsx,9,contributing
Submitting bug reports,0,0,0,0,0,0,angulartics@angulartics2.xlsx,10,contributing
"Make sure you are on latest changes and that you run this command npm run clean:install after updating your local repository. If you can, please provide more information about your environment such as browser, operating system, node version, and npm version.",0,0,0,0,0,0,angulartics@angulartics2.xlsx,11,contributing
Project Structure,1,0,0,0,0,0,angulartics@angulartics2.xlsx,12,contributing
"The configuration files are divided in config/, config/advance/ and config/custom",1,0,0,0,0,0,angulartics@angulartics2.xlsx,13,contributing
- src/core,1,0,0,0,0,0,angulartics@angulartics2.xlsx,14,contributing
- src/providers/ This folder contains one folder per provider,1,0,0,0,0,0,angulartics@angulartics2.xlsx,15,contributing
Contributing,0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,2,contributing
"All kinds of contributions to git-remote-dropbox are greatly appreciated. For
someone unfamiliar with the code base, the easiest way to contribute is
probably to submit a feature request or bug
report. If you want to dive into the source code, you can submit
a patch as well, either working on your own ideas or existing
issues.",0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,3,contributing
Feature Requests,0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,4,contributing
"Do you have an idea for an improvement to git-remote-dropbox? Please submit a
feature request. It's great to hear about new ideas.",0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,5,contributing
"If you are inclined to do so, you're welcome to fork
git-remote-dropbox, work on implementing the feature yourself, and submit a
patch. In this case, it's highly recommended that you first open an
issue describing your enhancement to get early feedback on what you're
doing. This will help avoid wasted efforts and ensure that your work is
incorporated into the code base.",0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,6,contributing
Bug Reports,0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,7,contributing
"Did something go wrong with git-remote-dropbox? Sorry about that! Bug reports
are greatly appreciated!",0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,8,contributing
"When you submit a bug report, please include relevant information such
as git-remote-dropbox version, Git version, operating system, error messages,
and steps to reproduce the bug. The more details you can include, the easier it
is to find and fix the bug.",0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,9,contributing
Patches,0,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,10,contributing
Want to hack on git-remote-dropbox? Awesome!,1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,11,contributing
"You may find the documentation in DESIGN.md and the source code
helpful.",1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,12,contributing
"If there are open issues, you're more than welcome to work on those -
this is probably the best way to contribute code to git-remote-dropbox. If you
have your own ideas, that's great too! In that case, before working on
substantial changes to the code base, it is highly recommended that you first
open an issue describing what you intend to work on.",1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,13,contributing
"Patches are generally submitted as pull requests. Patches are also
accepted over email.",1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,14,contributing
"Any changes to the code base should follow the style and coding conventions
used in the rest of the project. The version history should be clean, and
commit messages should be descriptive and properly
formatted.",1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,15,contributing
"If you have any questions about anything, feel free to ask!",1,0,0,0,0,0,anishathalye@git-remote-dropbox.xlsx,16,contributing
WELCOME TO ANSIBLE GITHUB,0,0,0,0,0,0,ansible@ansible.xlsx,2,contributing
Hi! Nice to see you here!,0,0,0,0,0,0,ansible@ansible.xlsx,3,contributing
QUESTIONS ?,0,0,0,0,0,0,ansible@ansible.xlsx,4,contributing
Please see the Community Guide for information on how to ask questions on the mailing lists and IRC.,0,0,1,0,0,0,ansible@ansible.xlsx,5,contributing
"The GitHub issue tracker is not the best place for questions for various reasons, but both IRC and the mailing list are very helpful places for those things, as the community page explains best.",0,0,1,0,0,0,ansible@ansible.xlsx,6,contributing
CONTRIBUTING ?,1,0,0,0,0,0,ansible@ansible.xlsx,7,contributing
"By contributing you agree that these contributions are your own (or approved by your employer) and you grant a full, complete, irrevocable copyright license to all users and developers of the project, present and future, pursuant to the license of the project. You can also read the same CLA on the Ansible docsite.",1,0,0,0,0,0,ansible@ansible.xlsx,8,contributing
Please review the Community Guide for more information on contributing to Ansible.,1,0,0,0,0,0,ansible@ansible.xlsx,9,contributing
BUG TO REPORT ?,0,0,0,0,0,0,ansible@ansible.xlsx,10,contributing
"First and foremost, also check the Community Guide.",0,0,0,0,0,0,ansible@ansible.xlsx,11,contributing
You can report bugs or make enhancement requests at the Ansible GitHub issue page by filling out the issue template that will be presented.,0,0,0,0,0,0,ansible@ansible.xlsx,12,contributing
Also please make sure you are testing on the latest released version of Ansible or the development branch; see the Installation Guide for details.,0,0,0,0,0,0,ansible@ansible.xlsx,13,contributing
Thanks!,0,0,0,0,0,0,ansible@ansible.xlsx,14,contributing
Contributing to Ant Design Mobile,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,2,contributing
The following is a set of guidelines for contributing to Ant Design Mobile. Please spend several minutes in reading these guidelines before you create an issue or pull request.,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,3,contributing
"Anyway, these are just guidelines, not rules, use your best judgment and feel free to propose changes to this document in a pull request.",0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,4,contributing
Do your homework before asking a question,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,5,contributing
"It's a great idea to read Eric Steven Raymond's How To Ask Questions The Smart Way twice before asking a question. But if you are busy now, I recommend to read Don't post homework questions first.",0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,6,contributing
The following guidelines are about How to avoid Homework Questions.,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,7,contributing
1. Read the documentation.,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,8,contributing
It sad but true that someone just glance(not read) Ant Design Mobile's documentation. Please read the documentation closely.,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,9,contributing
Tips: choose the corresponding documentation with versions selector which in the bottom-right corner.,0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,10,contributing
"2. Make sure that your question is about Ant Design Mobile, not React",0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,11,contributing
"Someone may think all of the questions that he/she meets in developing are about Ant Design Mobile, but it's not true. So, please read React's documentaion or just Google(not Baidu, seriously) your questions with keywork React first. If you are sure that your question is about Ant Design Mobile, go ahead.",0,0,0,0,0,0,ant-design@ant-design-mobile-rn.xlsx,12,contributing
