Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
5.  Squash your changes to a single commit.  This maintains clean change history.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,22
"6.  Commit and push changes to your branch (please use issue name and description as commit title, e.g. ""THRIFT-9999: make it perfect""), with the affected languages on the next line of the description.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,23
"7.  Use GitHub to create a pull request going from your branch to apache:master.  Ensure that the Jira ticket number is at the beginning of the title of your pull request, same as the commit title.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,24
"8.  Wait for other contributors or committers to review your new addition, and for a CI build to complete.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,25
9.  Wait for a committer to commit your patch.  You can nudge the committers if necessary by sending a message to the Apache Thrift mailing list.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,26
If you want to build the project locally,0,0,0,1,0,0,BW – Build local workspace,apache@thrift.xlsx,contributing,27
"For Windows systems, see our detailed instructions on the CMake README.",0,0,0,1,0,0,BW – Build local workspace,apache@thrift.xlsx,contributing,28
"For Windows Native C++ builds, see our detailed instructions on the WinCPP README.",0,0,0,1,0,0,BW – Build local workspace,apache@thrift.xlsx,contributing,29
"For unix systems, see our detailed instructions on the Docker README.",0,0,0,1,0,0,BW – Build local workspace,apache@thrift.xlsx,contributing,30
If you want to review open issues...,0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,31
1.  Review the GitHub Pull Request Backlog.  Code reviews are open to all.,0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,32
"2.  Review the Jira issue tracker.  You can search for tickets relating to languages you are interested in or currently using with thrift, for example a Jira search (Issues -> Search For Issues) query of project = THRIFT AND component in (""Erlang - Library"") and status not in (resolved, closed) will locate all the open Erlang Library issues.",0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,33
If you discovered a defect...,0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,34
1.  Check to see if the issue is already in the Jira issue tracker.,0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,35
"2.  If not, create a ticket describing the change you're proposing in the Jira issue tracker.",0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,36
3.  Contribute your code changes using the GitHub pull request method:,0,0,0,0,0,0,No categories identified.,apache@thrift.xlsx,contributing,37
Contributing via Patch,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,38
To create a patch from changes in your local directory:,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,39
git diff > ../THRIFT-NNNN.patch,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,40
"then wait for contributors or committers to review your changes, and then for a committer to apply your patch.  This is not the preferred way to submit changes and incurs additional overhead for committers who must then create a pull request for you.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,41
GitHub recipes for Pull Requests,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,42
Sometimes commmitters may ask you to take actions in your pull requests.  Here are some recipes that will help you accomplish those requests.  These examples assume you are working on Jira issue THRIFT-9999.  You should also be familiar with the upstream repository concept.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,43
Squash your changes,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,44
"If you have not submitted a pull request yet, or if you have not yet rebased your existing pull request, you can squash all your commits down to a single commit.  This makes life easier for the committers.  If your pull request on GitHub has more than one commit, you should do this.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,45
1.  Use the command git log to identify how many commits you made since you began.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,46
2.  Use the command git rebase -i HEAD~N where N is the number of commits.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,47
"3.  Leave ""pull"" in the first line.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,48
"4.  Change all other lines from ""pull"" to ""fixup"".",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,49
5.  All your changes are now in a single commit.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,50
"If you already have a pull request outstanding, you will need to do a ""force push"" to overwrite it since you changed your commit history:",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,51
git push -u origin THRIFT-9999 --force,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,52
A more detailed walkthrough of a squash can be found at Git Ready.,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,53
Rebase your pull request,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,54
"If your pull request has a conflict with master, it needs to be rebased:",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,55
"git checkout THRIFT-9999
git rebase upstream master
(resolve any conflicts, make sure it builds)
git push -u origin THRIFT-9999 --force",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,56
Fix a bad merge,0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,57
"If your pull request contains commits that are not yours, then you should use the following technique to fix the bad merge in your branch:",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,58
"git checkout master
git pull upstream master
git checkout -b THRIFT-9999-take-2
git cherry-pick ...
(pick only your commits from your original pull request in ascending chronological order)
squash your changes to a single commit if there is more than one (see above)
git push -u origin THRIFT-9999-take-2:THRIFT-9999",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,59
"This procedure will apply only your commits in order to the current master, then you will squash them to a single commit, and then you force push your local THRIFT-9999-take-2 into remote THRIFT-9999 which represents your pull request, replacing all the commits with the new one.",0,0,0,0,0,1,SC – Submit the changes,apache@thrift.xlsx,contributing,60
Contributing to Apache Tomcat,0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,0
"Firstly, thanks for your interest in contributing! I hope that this will be a
pleasant experience for you, and that you will return to continue
contributing.",0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,1
"Please visit our Get Involved page
for more information on how to contribute.",0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,2
Code of Conduct,0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,3
"This project and everyone participating in it are governed by the Apache
software Foundation's
Code of Conduct. By
participating, you are expected to adhere to this code. If you are aware of
unacceptable behavior, please visit the
Reporting Guidelines page
and follow the instructions there.",0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,4
How Can I Contribute?,0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,5
"Most of the contributions that we receive are code contributions, but you can
also contribute to the documentation, wiki, etc., or simply report solid bugs
for us to fix.",0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,6
Reporting Bugs,0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,7
"Please review our guide on how to
submit a bug report. This page also has links to other resources to assist
you.",0,0,0,0,0,0,No categories identified.,apache@tomcat.xlsx,contributing,8
Your First Code Contribution,0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,9
Trouble Deciding How to Contribute?,0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,10
"Unsure where to begin contributing to Tomcat? You can start by taking a look at
the issues marked 'Beginner', link below. Please note that the Beginner keyword
is pretty new to the project, so if there aren't any issues in the filter feel
free to ask on the dev list.",0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,11
"- Beginner issues -
issues which should only require a few lines of code, and a test or two to
resolve.",0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,12
"The list above shows all bugs that are marked 'Beginner' and are open in the
currently supported Tomcat versions (7, 8.5, and 9).",0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,13
"If you prefer C over Java, you may also take a look at the tomcat-native and
Tomcat Connectors products in Bugzilla.",0,1,0,0,0,0,CT – Choose a task,apache@tomcat.xlsx,contributing,14
How to Provide Your First Patch,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,15
"Excited yet? This section will guide you through providing a patch to the
committers of the project for review and acceptance.",0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,16
Choose Your Method of Submission,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,17
You can provide a patch in one of the following ways (in order of preference):,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,18
- GitHub Pull Request,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,19
- Patch attachment to the Bugzilla issue,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,20
"- Email the patch to the developer list. This is not preferred, but if no bug
is associated with the patch, or you would like a developer review, an email
may be appropriate.",0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,21
Get the Sources,0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,22
"Now that you've chosen how you want to submit a patch, you need to get the
source code.",0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,23
Download The Source Distribution,0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,24
"This method works if you want to submit a patch via email, but
the difference in using the sources distribution and a VCS is that you have to
manually generate the patch file by using diff. If this is what you want, you
can download the sources from the ""Source Code Distributions"" section of the
Download Page. There is one such page for every major Tomcat version:",0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,25
- Tomcat 9,0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,26
- Tomcat 8,0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,27
- Tomcat 7,0,0,0,1,0,0,BW – Build local workspace,apache@tomcat.xlsx,contributing,28
Manual Patch Generation,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,29
"If you have chosen to attach a patch to the Bugzilla issue (or email
one), then you'll need to download the sources as noted above, make your
desired changes and then manually generate your patch using diff (or any
other tool).",0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,30
GitHub,0,0,0,0,0,1,SC – Submit the changes,apache@tomcat.xlsx,contributing,31
