Paragraph,Label
"- Small documentation changes that reinforce existing subject matter. Most commonly being, but not limited to spelling and grammar corrections.",No categories identified.
"- No underscores for anything. (Yes, I know Bindings violates this principle, but that's for legacy reasons and really should be cleaned up some day)",DC – Deal with the code
namespace {,DC – Deal with the code
Beta Testing,No categories identified.
"2.  DO add information if you're facing a similar issue to someone else, but
within a different context (e.g. different steps needed to reproduce the issue
than previous stated, different version of Bash or BATS, different OS, etc.)
You can read on how to do that here: [Information to include][#information-to-include]",No categories identified.
- Tips,No categories identified.
General guidelines,SC – Submit the changes
"- White space is free, so use it freely",DC – Deal with the code
- Be consistent.,DC – Deal with the code
In brief,No categories identified.
When using Docker you may run the tests many times against the same DB instances. The tests reset DB state on each run.,BW – Build local workspace
Introduction,No categories identified.
2.  Fork the repository.,No categories identified.
"You can always add to an API, you cannot ever remove anything from one. If the design does not feel right, and you ship it anyway, you are likely to regret having done so.",DC – Deal with the code
Please do not do any work that you plan to submit as a pull request before discussing it first. Before you do any significant work you should first open an issue indicating what you specifically are interested in working on. We can then have a discussion about whether what you propose is in line with our plans and direction for the project as well as whether the timing is right for the specifc changes you have in mind or whether there may be other planned things that should be done first. Later this issue can be referenced by a pull request.,No categories identified.
Contributing to Sentinel,No categories identified.
- Report security issues,No categories identified.
"Please, don't let this discourage you! Just file an issue first so we can discuss the change you plan to make.",TC – Talk to the community
"Try to be polite, Conan maintainers and contributors are really willing to help and we enjoy it.",TC – Talk to the community
"If the CLA gets changed for some (unlikely) reason, you will be presented with the new CLA text after sending your first PR after the change.",SC – Submit the changes
